date,item,news,result
2025-12-24-11-35,HLB," Outlook 2026  HLB   신약 쌍두마차  출사표, 미국이 기다린다 ",0.9463824
2025-12-24-11-35,서진시스템,"코윈테크, 서진시스템 손잡고 AI 로봇 파운드리 사업 본격화 서진시스템-코윈테크, AI 로봇 자동화 사업 협력 MOU 서진시스템, 코윈테크와 업무협약 체결 코윈테크-서진시스템, AI 로봇 파운드리 사업 공동 추진 ",0.9450847
2025-12-24-11-35,포스코퓨처엠,"포스코퓨처엠, CNGR 피노와 LFP 양극재 합작투자 계약 포스코퓨처엠, CNGR 피노와 LFP 양극재 합작투자계약 체결 피노, 포스코퓨처엠 CNGR과 LFP 양극재 합작투자계약 체결 포스코퓨처엠,  흑연 자립  풀악셀  새만금 공장 2027년 가동 ",0.9440387
2025-12-24-11-35,프로텍,"프로텍메인터넌스, 태화강국가정원서  생물다양성 보전  환경 정화 활동 ",0.9429092
2025-12-24-11-35,엔켐," N2 증시 풍향계  한화오션,   트럼프 효과 지속 엔켐 셀루메드 리브스메드 장 초반  강세  ",0.93526274
2025-12-24-11-35,대한전선,"대한전선, 24일 장중 22,750원 0.22% 상승 대한전선, 우수연구실 인증...실험실 안전관리 역량 인정 ",0.9210936
2025-12-24-11-35,와이지엔터테인먼트," 내년 BTS 컴백은, YG PLUS에게도 PLUS -신영 YG PLUS,  BTS 컴백  음원음반 유통 매출 확대 기여-신영 ",0.92084277
2025-12-24-11-35,다원시스,"다원시스, 12월 24일 장중 2,545원 2.21% 상승 ",0.9189616
2025-12-24-11-35,클래시스,"클래시스, 연말맞아  슈링크홈 리프투글로우  이벤트  IB토마토  공시톺아보기 대표이사 없는 회사? 클래시스의 집행임원제 클래시스, 최윤석 CFO 신규 선임 집행임원제 도입  IB토마토   공시톺아보기 대표이사 없는 회사? 클래시스의 집행임원제 ",0.9140624
2025-12-24-11-35,성우하이텍,"성우하이텍, 임직원 나눔으로 웅상노인복지관 어르신들에게  따뜻한 한 끼  전달 성우하이텍, 12월 24일 장중 6,900원 2.07% 상승 ",0.9057045
2025-12-25-12-14,POSCO홀딩스,"거래소 외국인, SK하이닉스 POSCO홀딩스 삼성전자 집중 매수  반도체 철강  급부상 POSCO홀딩스, 24일 314,000원 3.29% 상승 마감 24일, 외국인 거래소에서 SK하이닉스 +0.68% , POSCO홀딩스 +3.29%  등 순매수  업앤다운 그룹주 하락 GS  POSCO홀딩스  ",0.6459543
2025-12-25-12-14,이원컴포텍,"이원컴포텍 주 , 정읍시에 200만원 상당 김장김치 기탁 이원컴포텍, +9.79% VI 발동 - 조선비즈 이원컴포텍, 정읍시에 200만원 상당 김장김치 기탁 이원컴포텍, +5.16% 상승폭 확대 - 조선비즈 ",0.5485104
2025-12-25-12-14,LG디스플레이,"LG디스플레이, 세계 최초 240Hz RGB 스트라이프 OLED 패널 공개  2025 혁신상품  LG디스플레이  40인치 P2P , 새로운   시대 첫 화면 열었다 LG디스플레이, CES 2026서 세계 최초  240Hz RGB OLED  공개 LG디스플레이, 세계 최초  240Hz  RGB 스트라이프 OLED 패널 공개한다 ",0.50078845
2025-12-25-12-14,에이비온,"에이비온   CB 리픽싱 조항 삭제로 파생상품 거래손실 리스크 해소   특징주  외국인, 에이비온 대원전선  순매수  vs 한화갤러리아  순매도  ",0.49874562
2025-12-25-12-14,헝셩그룹,"헝셩그룹, +7.29% 상승폭 확대 - 조선비즈 ",0.49521253
2025-12-25-12-14,SOL,"은평구, 1인가구 안전돌봄  안녕, 은빛SOL메이트  참여자 모집 은평구, 2026년 상반기 1인가구 안전돌봄서비스  안녕, 은빛SOL메이트  참여자 모집 은평구, 1인가구 안전돌봄서비스  안녕, 은빛SOL메이트  모집 서울25  신한투자증권  신한 SOL증권 ,  스마트앱어워드 2025  금융서비스 혁신대상 ",0.45885256
2025-12-25-12-14,인투셀,"인투셀, 경쟁사 동일 타깃 임상 사망에도 자신감 왜 인투셀 B7-H3 ADC, 경쟁 I-DXd 3상 중단  호재  제한적 페이로드 리스크 잔존 인투셀, 머크도 발목 잡힌  B7-H3  ADC  오파스 로 판 흔든다 서영석 전무, 인투셀 주식 3300주 매수로 지분율 0.53%로 증가 ",0.30746683
2025-12-25-12-14,카카오,"카카오메이커스,  2025 메이커스 연말 결산 리포트  공개  크리스마스, 연인과 어디 갈까  카카오가 추천한 데이트 맛집은? 지도 위  산타열차 , 파티 케이크 추천 카카오의 연말선물 카카오,  KPP  2026 파트너사 선정 ",0.30471012
2025-12-25-12-14,KBI동양철관,"KBI동양철관, 0.00% VI 발동 - 조선비즈 ",0.106515594
2025-12-26-14-01,RISE," 라이즈 RISE  레이더  속초시-강원도립대,  속초미식 이음-모두의 식탁  성료 제주대 RISE사업단 AI 디지털자산 최고위과정 수료식 성료 목원대 RISE 사업단, 경북 RISE U-늘봄 사업단과 늘봄학교 발전 위해 맞손 전남 RISE사업단-여수시교육발전특구사업단,  성과전시회  성황리 개최 ",0.8070972
2025-12-26-14-01,제주항공," 단독 무안 제주항공 참사 1년  활주로 위험시설물 여전 제주항공 이사에 배기철 더민주제주혁신회의 대표 임기 2년  사죄하는 게 시작  제주항공 참사 1년, 끝나지 않은 유족들의 싸움  지켜준다 약속했어요  아들 떠난지 1년, 아빠는 공항 못떠났다  제주항공참사 1년  ",0.5383468
2025-12-26-14-01,메카로,"영진전문대 경영회계융합계열, 실무 인재 양성 넘어  평생학습 메카 로 서초를 AI산업 투자 메카로   우수기업센터 서 유니콘 육성 서울인사이드  해양금융특구 지정 통해 해양금융 메카로 나아가야  해수부 부산 시대 개막  원주시, 강원연구개발특구 지정  반도체 디지털헬스케어  메카로 우뚝 ",0.31721938
2025-12-26-14-05,종근당,한미 유한 대웅 종근당  R D  독주 투자 양극화 ,0.9920712
2025-12-26-14-05,에프에스티," 장중수급포착  에프에스티, 외국인/기관 동시 순매수  주가 +6.63% ",0.9914113
2025-12-26-14-05,서진시스템,"코윈테크, 서진시스템과 글로벌 AI 로봇 파운드리 사업 MOU ",0.98435324
2025-12-26-14-05,서부T&D,"서부T D, 12월 26일 장중 12,650원 1.25% 하락 ",0.98412573
2025-12-26-14-05,HD한국조선해양,"HD한국조선해양, 아프리카 선주 PC선 5척 수주 연간 목표 97.4% 달성 ",0.9820707
2025-12-26-14-05,CJ대한통운,CJ 대한통운 주가 상승 중 ,0.9765465
2025-12-26-14-05,코미코,"코미코, 12월 26일 장중 87,000원 1.05% 상승 ",0.976121
2025-12-26-14-05,모트렉스,"모트렉스, 전날 상승 이어 13% 급등 1만원선 재돌파 특징주, 모트렉스-스마트카 테마 상승세에 11.08%   오전 이슈  자율주행    라닉스, 계양전기, 에이테크솔루션, 에이디테크놀로지, 모트렉스 ",0.9730765
2025-12-26-14-05,성우하이텍,"성우하이텍,  무재해 목표 달성 선포식  개최 안전 최우선 문화 선포  ",0.9711814
2025-12-26-14-05,하림지주,"하림, 교환사채 1500만주 풀린다   자사주 소각 은 고사하고,  주주가치 훼손    비난 ",0.97087103
2025-12-26-14-05,원익IPS,"고사양 메모리 시대... 원익IPS 수주 레버리지 본격화  강세 토픽  반도체 - 전공정 장비 테마, 씨앤지하이테크 +8.85%, 원익IPS +7.61% - 조선비즈  원익IPS, 따뜻한 나눔 실천  평택북부노인복지관에 쌀 60포와 온누리 상품권 4백만원 기부  장중수급포착  원익IPS, 기관 5일 연속 순매수행진... 주가 +7.92% ",0.9660208
2025-12-26-14-05,에스피지,"에스피지, 3거래일만에 5% 급등 8만8000원선 회복 에스피지, 26일 오전 장중 85,000원 1.19% 상승 ",0.96554977
2025-12-26-14-05,호텔신라,"신라면세점, 노마카 팝업 매장 아시아 최초 오픈 ",0.9642979
2025-12-26-14-05,박셀바이오,박셀바이오 주가 상승 중 ,0.964227
2025-12-26-14-05,지아이이노베이션,"지아이이노베이션, 12월 26일 장중 17,490원 3.74% 상승 ",0.9620685
2025-12-26-14-05,보로노이," 강세 토픽  2026년 임상 예정 제약 바이오 테마, 보로노이 +6.03%, 에이비엘바이오 +5.01% - 조선비즈 보로노이, 12월 26일 장중 219,500원 1.86% 상승 보로노이, VRN04  프로그램 연구옵션 행사-자산 구매 계약 체결 ",0.9568221
2025-12-26-14-05,가온칩스,"가온칩스 주가 상승 중 특징주, 가온칩스-시스템반도체 테마 상승세에 5.31%   ",0.95339125
2025-12-26-14-05,테크윙,"테크윙, 12월 26일 장중 44,950원 0.90% 상승 ",0.9517155
2025-12-26-14-05,원텍,"원텍, 60억 규모 자사주 취득 신탁계약 해지 원텍,   LA서  올리지오의 밤  행사 개최 원텍, 60억 규모 자사주 취득 신탁계약 해지 ",0.95035833
2025-12-26-14-05,씨앤씨인터내셔널,씨앤씨인터내셔널 대표 배수아 동문 인터뷰 ,0.9487603
2025-12-26-14-05,리노공업,"리노공업, 12월 26일 장중 61,200원 0.49% 상승 ",0.9485618
2025-12-26-14-05,JB금융지주,"JB금융, 네이버클라우드와 AI 금융 서비스 업무협약 맺어 JB금융 회장, 제왕적 인사권?  김건희 집사 게이트  의혹에도 측근 은행장에 단독 추천 네이버클라우드, JB금융그룹과 AI 기반 금융 서비스 혁신 추진  금융지주사 내년에 최소 2곳 지배구조 검사  ",0.9467406
2025-12-26-14-05,HPSP,"HPSP, 12월 26일 장중 30,750원 2.33% 상승 ",0.94651246
2025-12-26-14-05,HL만도,"HL만도 주가 12월 26일 오전 장중 54,200원 약보합권 거래 ",0.9454488
2025-12-26-14-05,SK스퀘어," 특징주  SK스퀘어, 투자경고종목 해제 영향  상승   N2 특징주  SK스퀘어, 투자경고종목 해제 소식에 7%대 상승 SK스퀘어, 잘 키운 자회사 덕에 52주 신고가 특징주  투자경고해제 반도체 랠리에 SK스퀘어 7%대 강세 ",0.9388764
2025-12-27-09-54,서부T&D,"서부T D, 12월 26일 장중 12,650원 1.25% 하락 ",0.9887781
2025-12-27-09-54,SK바이오사이언스,"안재용 대표이사, SK바이오사이언스 주식매수선택권 행사로 주식 수 증가 SK케미칼-넥스트젠바이오사이언스, 신약 공동개발 추진 ",0.98518145
2025-12-27-09-54,SKC,"skc, 12월 26일 장중 106,100원 0.09% 상승 ",0.98080355
2025-12-27-09-54,녹십자,"2조 고지 눈앞 GC녹십자,  알리글로  고성장에 실적 반등 가속 ",0.97941315
2025-12-27-09-54,SK이노베이션,"SK이노베이션, 보령LNG터미널 지분 50% 매각으로 5600억 원 확보 ",0.97919595
2025-12-27-09-54,메가스터디교육," 초 중등 내신부터 예비고1 대비까지 ...중등인강 엠베스트,  프라임 메가 종합반  운영 ",0.9750696
2025-12-27-09-54,원텍,"원텍, 60억 규모 자사주 취득 신탁계약 해지 ",0.9652827
2025-12-27-09-54,한국가스공사," BK 프리뷰   슈퍼루키 양우혁  한국가스공사,  KBL의 왕 워니  SK에 도전장 ",0.96482027
2025-12-27-09-54,대웅제약,"대웅제약 엔블로, 인니 품목허가 획득 ",0.95817643
2025-12-27-09-54,모트렉스,"오전 이슈  자율주행    라닉스, 계양전기, 에이테크솔루션, 에이디테크놀로지, 모트렉스  보안 장벽  뚫자 뒤늦게 터진 12% 급등  모트렉스,  글로벌 스펙  재평가 본격화 ",0.9579334
2025-12-27-09-54,엘앤씨바이오,"엘앤씨바이오,  리투오  중국 진출 초읽기  글로벌 입지 확대   특징주  셀루메드, 엘앤씨이에스 최대주주 소식에  3연상  ",0.95583963
2025-12-27-13-48,오킨스전자,"AI 반도체는 테스트가 승부 오킨스전자,  소켓 강자 의 반격 오킨스전자, +15.88% 상승폭 확대 - 조선비즈 특징주, 오킨스전자-CXL 컴퓨트익스프레스링크  테마 상승세에 8.96%   ",0.96011233
2025-12-27-13-48,메이슨캐피탈,"메이슨캐피탈, +10.04% VI 발동 - 조선비즈 ",0.9171375
2025-12-27-13-48,제일파마홀딩스,"제일파마홀딩스 전 계열사, CP 강화 선포식- ISO 37001 37301 통합 인증 획득 제일파마홀딩스-제일약품, 정기주주총회서 현금배당 의결 ",0.7528461
2025-12-27-13-48,알트,"프라이버시 코인과 금 기반 토큰이 2025년 알트코인 승자를 이끈다  알트시황  0G 제로지 ,  해킹 피해 안정화  하루새 35% 급등  알트코인 반등 쉽지 않네 2026년에도  비트코인 시즌  지속 가능성  비트코인과 알트코인, 가격을 진짜 움직이는 건 무엇인가? ",0.31297588
2025-12-27-13-48,와이씨," 파이널 픽  와이씨 오픈엣지테크놀로지 특징주, 와이씨-HBM 고대역폭메모리  테마 상승세에 6.78%    강세 토픽  반도체 - 후공정 장비 테마, 와이씨 +6.93%, 아이엠티 +5.19% - 조선비즈 ",0.29727292
2025-12-27-13-48,메카로," 서부 오지가  싼 전기  메카로  배터리 공장 데이터센터 몰려온다 영진전문대 경영회계융합계열, 실무 인재 양성 넘어  평생학습 메카 로 영진사이버대 선취업 후진학 메카로 각광 고양교육지원청, 독서 교육의 메카로 거듭나다 ",0.122817144
2025-12-27-13-49,녹십자,"2조 고지 눈앞 GC녹십자,  알리글로  고성장에 실적 반등 가속 ",0.9898019
2025-12-27-13-49,JB금융지주," 인사  JB금융그룹 전북은행 3연임 장기집권 JB금융 김기홍, 막강 스펙  이헌재 인연  독일까 약일까 ",0.989221
2025-12-27-13-49,KT,KT 사태에  영업정지  거론되는 이유 SKT 사례와 뭐가 다른가 ,0.979164
2025-12-27-13-49,KB금융,"KB금융, CIB 컨트롤타워 신설 생산적 금융 전면에 ",0.960051
2025-12-27-13-49,대웅제약,"대웅제약 엔블로, 인니 품목허가 획득 ",0.95817643
2025-12-27-13-49,CJ,"KBS, 2025년 유튜브 누적 조회수 180억 회   MBC, CJ ENM 제치고 정상 탈환 ",0.95777184
2025-12-27-13-49,에스엠," 베스트 워스트  에스엠벡셀, 최대주주 지분 확대에 32.82%  ",0.9530065
2025-12-28-22-52,오킨스전자,"AI 반도체는 테스트가 승부 오킨스전자,  소켓 강자 의 반격 오킨스전자, +15.88% 상승폭 확대 - 조선비즈 특징주, 오킨스전자-CXL 컴퓨트익스프레스링크  테마 상승세에 8.96%   ",0.9548691
2025-12-28-22-52,메이슨캐피탈,"메이슨캐피탈, 더불어민주당 추진 사회연대경제 합류 메이슨캐피탈, +10.04% VI 발동 - 조선비즈 ",0.88344
2025-12-28-22-52,메카로," 공룡 나라  고성,  역도 메카 로 발돋움 비결은? 포항시, 국방과학기술 신성장 동력 확보  첨단 방위산업 메카로 도약 국비 10조  실탄  장전 강원, 첨단산업 메카로 점프 영진전문대 경영회계융합계열, 실무 인재 양성 넘어  평생학습 메카 로 ",0.4496445
2025-12-28-22-52,알트,"2026년을 향한 조용한 알트코인 시즌 준비  알트코인 불장은 다시 올까 프라이버시 코인과 금 기반 토큰이 2025년 알트코인 승자를 이끈다  주간알트  EIGEN 대량 락업해제와 BONK 락업 전량 해제 비트코인과 알트코인, 가격을 진짜 움직이는 건 무엇인가? ",0.30738556
2025-12-28-22-52,와이씨," 파이널 픽  와이씨 오픈엣지테크놀로지 특징주, 와이씨-HBM 고대역폭메모리  테마 상승세에 6.78%    강세 토픽  반도체 - 후공정 장비 테마, 와이씨 +6.93%, 아이엠티 +5.19% - 조선비즈 ",0.26496583
2025-12-28-22-54,오픈엣지테크놀로지," 자회사 승부수  통했다  오픈엣지테크놀로지, 1만 5000원 선 뚫고 질주 ",0.9898469
2025-12-28-22-54,현대위아," 휴머니티를 향한 진보  정의선, CES 2026서 현대차그룹 역량 총결집 ",0.96915936
2025-12-28-22-54,고려아연,"고려아연 영풍 금감원 회계 감리위, 1월 이후로 미뤄져... 주총 전 결과 나올 가능성 희박 - 조선비즈 ",0.96407574
2025-12-30-11-59,세동,연말 폭음 후 돌연사  휴일 심장 증후군  주의...  급성 부정맥 위험  ,0.84653276
2025-12-30-11-59,원텍,"K-헬스케어, CES 2026서 혁신 증명 AI 융합 로봇 기술  정조준  원텍, 제조사 넘어 솔루션 기업 선언  CES서 신기술 공개  원텍,  CES 2026 서 헬스케어 시장 공략 비접촉 융합 통증 치료 솔루션 첫 공개 원텍,  CES 2026 서 비접촉 융합 통증 치료 솔루션 첫 공개 ",0.7739082
2025-12-30-11-59,성우하이텍,"성우하이텍, 12월 30일 장중 6,830원 0.89% 상승 성우하이텍 임직원, 웅상노인복지관  따뜻한 한 끼  ",0.7237369
2025-12-30-11-59,세아제강지주,"7000억  혼시3  손뗀 세아윈드   될 사업  뱅가드에 올인한다 세아제강, 40억원대 자사주 전량 처분 임직원 복리후생 재원 확보  단독  세아윈드 찾은 OWGP  모노파일 생산 인상적   해상풍력 입찰서 우위  ",0.6373898
2025-12-30-11-59,덴티움,"덴티움, 중국 시장 회복 신호가 주가 반등 핵심-대신  덴티움,  코로나급 저평가 왔다  중국 회복과 자사주 소각 카드 덴티움, 목표주가 13% 떨어졌지만   코로나 수준 저평가   Why 바이오  덴티움, PER 8배...다시 온  코로나급  저평가 ",0.42856237
2025-12-30-11-59,서연이화,서연이화 노사 북구자원봉사센터 김장 행사 서연이화 노사가 함께하는... 홀몸 어르신을 위한 김치 담그기  행사 ,0.40429083
2025-12-30-11-59,더존비즈온," AI가 오류 찾고 절세 팁까지  더존비즈온 연말정산 솔루션의 진화 더존비즈온, SW업계 직원수 톱 증가는 슈어소프트테크 ",0.36240512
2025-12-30-11-59,CJ대한통운,"CJ대한통운,  전통시장 쇼핑, 들고 다니지 말고 바로 택배로 보낸다  CJ대한통운, 전국상인연합회와 전통시장 활성화 위한 MOU 체결 CJ대한통운, 전통시장  전국 배송  물길 연다 CJ대한통운 상인연합회, 시장 물류 인프라 구축 맞손 ",0.24675113
2025-12-30-11-59,HDC,"HDC현대산업개발, 지역사회 이해에서 출발한 ESG 경영 릴레이 봉사부터 교육 복지까지   HDC현대산업개발, 2025 사회공헌 완주 HDC현대산업개발, 인천 굴포천역 도심 공공주택 복합사업 우선협상대상자 선정  1조 3천억 여의도 수정아파트 잡아라!  대우 HDC 현산 GS건설 군침, 선제 홍보전 가열  정비사업 디코드  ",0.24285457
2025-12-30-11-59,코오롱생명과학,"코오롱생명과학, 12월 26일 장중 50,300원 0.98% 하락 ",0.034311708
2025-12-30-11-59,씨앤씨인터내셔널,씨앤씨인터내셔널  성과금  논란 대표  억대  VS 직원  미미  보상 구조 ,0.99091935
2025-12-30-11-59,오뚜기,오뚜기가 제안하는 친환경 주방세제 ,0.98923266
2025-12-30-11-59,엔켐, 엔켐 시대 열린다  CATL 5년치 싹쓸이 계약 ,0.98433703
2025-12-30-11-59,금호석유,"금호석유화학그룹, 불황 딛고 재도약  R D 확대로  정면돌파  ",0.9827399
2025-12-30-11-59,우리금융지주, 인사  우리금융그룹 인사 ,0.97624874
2025-12-30-11-59,코미코,외국인 연속 순매도일 상위 20선 - 코스닥 - 조선비즈 ,0.9754591
2025-12-30-11-59,성일하이텍, 르포  폐배터리 금속  환생  여정의 한복판 새해엔 LFP도 ,0.9719461
2025-12-30-11-59,와이지엔터테인먼트," 장중수급포착  와이지엔터테인먼트, 외국인/기관 동시 순매수  주가 +5.26% ",0.97137296
2025-12-30-11-59,두산에너빌리티,524MW 안동복합 2호기에 두산에너빌리티 가스터빈 안착 ,0.96856654
2025-12-30-11-59,하이브,"하이브, 다니엘 전속계약 해지 주가 1.27% 상승 뉴진스  다니엘 퇴출  하이브, 일제히 악플러 법적대응 공지 뉴진스 다니엘 계약 해지 통보에 하이브 주가 강세 증권가  내년 더 간다   이런국장 저런주식  ",0.96512693
2025-12-30-11-59,서부T&D,"서부T D, 장부가 2.7조 서울 부동산 자산재평가  용산 땅 제대로 평가 받을래  자산재평가 나선 땅부자호텔 서부T D 서부T D 주가 12월 30일 오전 장중 13,210원 5.68% 상승 ",0.96282214
2025-12-30-11-59,서진시스템,"서진시스템, 케이엔알시스템과 로봇 협력  AI 로봇 파운드리  강화 서진시스템, 케이엔알시스템과 맞손  AI 로봇 파운드리 본격 가동  ",0.95828414
2025-12-30-11-59,한글과컴퓨터,"한컴인스페이스, 공군사관학교 위성 개발 교육 사업 수주 한컴인스페이스, 공군사관학교와 차세대 우주 자산 운용 인재 양성 협력 ",0.9560204
2025-12-30-11-59,DB하이텍,"DB하이텍, 12월 30일 장중 67,500원 0.60% 상승  에 팔릴 뻔한 파운드리  DB하이텍, 전력 반도체로  국가 카드  됐다 ",0.95063365
2026-01-02-16-47,SK디스커버리,"SK바이오사이언스, SK디스커버리 관계사들과  희망메이커 송년의 밤  개최 한앤컴퍼니,  SK디앤디  공개매수 또 실패 SK그룹, 14년째 청소년 멘토링  희망메이커  활동 ",0.98983955
2026-01-02-16-47,싸이맥스," 강세 토픽  반도체 디스플레이 - 이송장비 테마, 3S +4.76%, 싸이맥스 +4.52% - 조선비즈 ",0.9738967
2026-01-02-16-47,콘텐트리중앙,"콘텐트리중앙 신용등급  BBB- 로 강등 투자부적격 위기  마켓인 한신평, 콘텐트리중앙 신용등급 BBB- 하향 콘텐트리중앙, 신용등급  투기등급 직전  BBB-로 강등  fn마켓워치  벼랑 끝 메가박스, 모기업 콘텐트리중앙 신용등급 BBB-로 털썩 ",0.9409393
2026-01-02-16-47,프로텍," 삼성전자-대구 창조경제혁신센터-안프로텍 , 창조경제혁신 모델 브라질에 전파 위한 MOU 체결 ",0.8941859
2026-01-02-16-47,디바이스,"삼성전자 노태문 사장  모든 디바이스에 AI AX로 혁신  인티그리트, 온디바이스 Physical AI 홈 로봇 CES 2026서 공개 아이언디바이스, +11.66% VI 발동 - 조선비즈  2026 신년기획  데이터 AI 디바이스로 새판 짠다  K뷰티 초격차 조건은  기술  ",0.881137
2026-01-02-16-47,DB,"DB생명,  제12기 소비자패널 성과공유회  개최 네이버클라우드  클라우드 DB 포 캐시  출시... 레디스 상용 라이선스 대체 가능  ",0.82146966
2026-01-02-16-47,일신바이오,"일신바이오, +5.40% 상승폭 확대 - 조선비즈 일신바이오 주가 59원 상승 후 장마감 일신바이오 주가 상승 중 ",0.80780095
2026-01-02-16-47,NHN," 단독  소소뱅크, NHN KCP 업고 제4 인뱅 3번째 도전 ",0.719265
2026-01-02-16-47,산일전기,"산일전기, 1월 2일 장중 134,800원 3.61% 상승 ",0.71890306
2026-01-02-16-47,리노공업,"리노공업, 1월 2일 장중 64,500원 6.97% 상승 리노공업 주가 4,500원 상승 후 장마감 리노공업, 12월 30일 장중 59,900원 1.64% 하락 29일 코스닥 시장 공매도 비중 상위 종목. 솔브레인, 리노공업 등 - 조선비즈 ",0.7147956
2026-01-02-16-47,티이엠씨씨엔에스,"티이엠씨씨엔에스, SK하이닉스와 145억원 규모 공급계약 체결 티이엠씨씨엔에스, 145억원 규모 Chemical 공급장치 공급계약 티이엠씨씨엔에스 수주공시 - Chemical 공급장치 공급계약 145.2억원  매출액대비 7.50 %  티이엠씨씨엔에스, SK하이닉스와 145억 규모 공급계약 체결 ",0.6336037
2026-01-02-16-47,브이티,"브이티, K-팝 대세  올데이 프로젝트 와 손잡았다...  6년 만의 대형 캠페인  브이티, 12월 30일 장중 17,630원 1.07% 하락 ",0.6009008
2026-01-02-17-59,원익QnC,"특징주, 원익QnC-3D 낸드 테마 상승세에 6.53%   ",0.9929532
2026-01-02-17-59,F&F,"F F홀딩스, +1.98% 상승폭 확대 - 조선비즈 ",0.9842316
2026-01-02-17-59,유진테크,"유진테크, 1월 2일 장중 81,500원 8.67% 상승 유진테크, +10.13% VI 발동 - 조선비즈 ",0.98376906
2026-01-02-17-59,동진쎄미켐,"동진쎄미켐, 1월 2일 장중 39,050원 6.55% 상승 ",0.9817813
2026-01-02-17-59,리노공업,"리노공업, 1월 2일 장중 64,500원 6.97% 상승 리노공업 주가 4,500원 상승 후 장마감 ",0.9759648
2026-01-02-17-59,하나머티리얼즈," 리포트 브리핑 하나머티리얼즈,  2026년에도 우호적인 영업 환경 전망  목표가 54,000원 - DB증권 ",0.9734783
2026-01-02-17-59,아모레퍼시픽홀딩스우,거래량 증가 상위 20선 - 코스피 - 조선비즈 ,0.97342885
2026-01-02-17-59,HL만도,"HL만도, 3거래일 연속 상승에 9% 급등 6만4000원선 재돌파 HL만도, 2일 장중 64,400원 9.71% 상승 HL만도 주가 새해 첫장 오전 급등세 13% 도약 종가까지 추이는? HL만도, 1월 2일 장중 65,300원 11.24% 상승 ",0.97259647
2026-01-02-17-59,유티아이,"유티아이, 실적 반등 기대 쑥쑥... 프리미엄 스마트폰 수혜주 부각  강세 토픽  카메라 테마, 유티아이 +21.31%, 재영솔루텍 +10.31% - 조선비즈 유티아이, 53억원 규모 전환청구권 행사  장중수급포착  유티아이, 외국인/기관 동시 순매수  주가 +18.06% ",0.9698585
2026-01-02-17-59,DB하이텍,"DB하이텍 2026년 첫날 9%  DB하이텍, +7.54% 52주 신고가 - 조선비즈  DB하이텍  52주 신고가 경신, 전일 기관 대량 순매도 DB하이텍, 1월 2일 장중 73,400원 8.58% 상승 ",0.96679157
2026-01-02-17-59,녹십자,"GC녹십자, 호규찬 컴플라이언스 실장 영입 GC녹십자,  글로벌 시장 조연에서 주연으로  GC녹십자, 호규찬 Compliance실장 영입 GC녹십자,  리브말리액  알라질증후군치료제 급여목록 등재 ",0.9646704
2026-01-02-17-59,씨에스윈드,"세계 1위 풍력타워 기업 씨에스윈드 , 정읍 산외면에 장학금 1천만 원 기탁   뉴스 김성권 씨에스윈드 주  대표이사  고향사랑  귀감 ",0.96424437
2026-01-02-17-59,에스피지,"에스피지, 급락 하루만에 7% 급등 8만7000원선 회복 에스피지, 2일 장중 82,800원 1.84% 상승 에스피지, 1월 2일 장중 86,600원 6.52% 상승 ",0.95321614
2026-01-05-08-35,액토즈소프트,"파판14  7.4는 2월 3일, 글로벌 동기화 예정대로 7.5 완료  ",0.54739416
2026-01-05-08-36,롯데웰푸드,"날개 단 K푸드,  5조 벨  울릴 다음 타자는 ",0.99361354
2026-01-05-08-36,JB금융지주,"백종일 전 전북은행장, JB금융지주 부회장 선임 JB금융지주, 백종일 전 전북은행장 부회장 선임 ",0.9914018
2026-01-05-08-36,유한양행,"창립 100년 유한양행, 새 100년  첫 페이지  시작 ",0.9856848
2026-01-05-08-36,DB증권,"셀트리온, 올해 호실적 기대  시장 성과 관건-DB ",0.97722554
2026-01-05-08-36,엠로, 기고  지능형 조달 솔루션 수요확대로 성장 가속화 ,0.9730582
2026-01-05-08-36,KT&G,"KT G 방경만호, 글로벌 직접사업 통했다 ",0.9577617
2026-01-06-12-22,레이크머티리얼즈,"레이크머티리얼즈, +10.96% VI 발동 - 조선비즈 ",0.99107456
2026-01-06-12-22,DB하이텍,"DB하이텍 주가, 1월 6일 장중 73,000원 2.93% 하락 차세대 전력반도체 몸집 커진다   정부가 밀고 SK DB 끌고 ",0.98260826
2026-01-06-12-22,하이트진로홀딩스,"하이트진로, 장인섭 체제로 새로운 100년 맞아...글로벌 성장 속도전 ",0.98043203
2026-01-06-12-22,엘앤에프," 2026 신년사  허제홍 엘앤에프 대표이사  LFP 양산 공정 혁신으로 성장동력 강화  - 조선비즈 허제홍 엘앤에프  혹독한 캐즘 돌파 새해 LFP 기반 탁월한 성장 이룰 것  엘앤에프 대표 허제홍 신년사,  LFP양극재 성공 양산 공정혁신으로 성장동력 강화   신년사 허제홍 엘앤에프 대표  LFP 양산 공정 혁신으로 성장 동력 강화  ",0.9772263
2026-01-06-12-22,현대모비스,기아 6% 성장 현대모비스 SDV 전환  올해 청사진 공개 By MoneyS ,0.97200733
2026-01-06-12-22,후성,"후성, 불소화학 40년 축적  2차전지 반도체 쌍끌이 성장 시동 ",0.96291494
2026-01-06-12-22,시노펙스,시노펙스  반도체용 고순도 필터시장 뚫겠다  ,0.9614736
2026-01-06-12-22,삼성에스디에스,"삼성에스디에스 주가, 1월 6일 장중 179,800원 1.52% 상승 ",0.9566833
2026-01-06-13-49,오텍,"오텍캐리어 히트펌프 EHS, 스마트팜 설치 확대 ",0.86322504
