date,news,target
/11/2025:11/11/2025,"올릭스, 황반변성 치료제  OLX301A  임상1상 안전성 내약성 입증  더바이오 지용준 기자  리보핵산 RNA  간섭 기술 기반 혁신신약 개발기업인 올릭스는 자사의 황반변성 AMD  치료제 후보물질인  OLX301A 물질명...3일 전",1
/19/2025:11/19/2025,"이노스페이스 AP위성 등 우주항공  상승...누리호 발사 임박 이노스페이스, 브라질 인도 고객 위성 싣고 23일 첫 상업발사 한화 제작 총괄한 누리호 4차발사  성공적 기술이전 증명 기회  이노스페이스,...2일 전",1
2/10/2025:12/10/2025,AI주식상승확률분석   와이투솔루션 011690  주가 전망과 상승확률 분석 룩사바이오테크놀로지는 1회 주사로 시력을 회복하는 줄기세포 기반 건성 황반변성 치료제 후보물질  RPESC-RPE-4W 로 임상시험을 진행 중이다. 이 후보...7개월 전,0
0/27/2025:10/27/2025,5년만에 최대 낙폭 금값 폭락에 파생상품  곡소리   특징주  사상 최고가 행진을 이어오던 국제 금과 은값이 하락하면서 관련 ETF 상장지수펀드 와 ETN 상장지수증권 이 하락했다. 22일 오전 9시40분 현재 한국거래소...,0
2/17/2025:12/17/2025," 주식   탈모약 건보적용 검토  대통령 한마디에 쑥쑥 자란 관련주 증권   News봇 뉴스  오후 2시 45분 현재 JW신약 067290 이 +30.00% 오른 1950원  450 으로 장중 상한가에 진입했다. 거래대금은 79억5606만, 거래...2일 전",0
09/30/2025:09/30/2025,"심텍홀딩스, +14.18% VI 발동 - 조선비즈 심텍홀딩스, +14.18% VI 발동 심텍홀딩스의 최근 1주일간 외국인 기관 매매내역을 살펴보면 외국인은 379199주를 순매수했으며, 기관은 2008266주를 순매도 했다.",1
2/23/2025:12/23/2025,"SJG세종, +12.69% 상승폭 확대 - 조선비즈 창업주 차남, 사법 리스크에 경영 은퇴 장남, 동생 주식 사들이며 절대적 지배력.13시간 전",1
09/20/2025:09/21/2025,"티엘비, +12.39% VI 발동 - 조선비즈 티엘비, +12.39% VI 발동 영풍000670, 이수페타시스007660, 코리아써키트007810, 삼성전기009150, LG이노텍011070, 시노펙스025320, 인터플렉스051370, 디에이피066900...",0
/05/2025:11/05/2025," 바이오사 리포트  내수 출혈전 버티는 휴젤, 글로벌서  합리적 K톡신  공세 지속 국내 보툴리눔 톡신 시장의 저가전이 격화된 가운데 휴젤이 단가 방어 전략을 고수하며 3분기 실적이 주춤했다. 내수 시장이 흔들리는 상황 속 회사는 글로벌 시장...",0
7/14/2024:7/15/2024,"와이씨, +6.29% 상승폭 확대 - 조선비즈 와이씨, +6.29% 상승폭 확대 와이씨232140가 상승폭을 확대하고 있다. 전일 대비 6.29% 상승한 16060원에 거래되고  있다. 와이씨 연관 테마피에스케이홀딩스031980,...",0
09/13/2025:09/14/2025,"52주 신저가 - 코스피 - 조선비즈  뉴스봇  오늘 코스피 시장에서 신저가를 기록한 종목은 한창제지 009460 , 코아스 071950  등이다. 순위, 종목명, 연속일, 주가 등락률, 연관 섹터...",0
미상,데일리팜 파트너 확대캐시카우 신사업 추진샤페론의 승부수 데일리팜이석준 기자 샤페론이 국내외 사업파트너를 확대한다 국내는 대형제약사와 손잡고 의약품 개발에 속도를 낸다,1
09/29/2025:09/29/2025,"만호제강, +11.85% 상승폭 확대 - 조선비즈 만호제강, +11.85% 상승폭 확대 한국주철관000970, 만호제강001080, SHD001770, 한일철강002220, TCC스틸002710, 현대비앤지스틸004560, 동일산업004890,...",1
09/24/2025:09/24/2025,"피에스케이, +1.55% 52주 신고가 - 조선비즈 피에스케이, +1.55% 52주 신고가 피에스케이홀딩스031980, 유니셈036200, 에프에스티036810, 주성엔지니어링036930, 에스티아이039440, 제우스079370,...",0
09/24/2025:09/24/2025," 특징주  뱅크웨어글로벌, 두나무 네이버 계열사와 포괄적 주식교환 추진 소식에 상승세 뱅크웨어글로벌이 두나무가 네이버 계열사 편입된다는 소식 이후 관련 사업 수혜 기대감에 상승세다.25일 오전 11시 15분 현재 뱅크웨어글로벌은 ...",1
6/30/2024:7/01/2024, 오늘의 증시일정  케이엔에스 더코디  무상증자  케이엔에스 합병  더코디.,1
09/29/2025:09/29/2025,"상승률 상위 50선 - 코스닥 - 조선비즈 순위, 종목명, 등락률, 연관 섹터. 1, 이화전기 024810 , +35.59%, *관리종목. 2, KS인더스트리 101000 , +29.97%,  조선 기자재 . 3, 대호특수강우 021045 , +29.96%.",1
0/23/2025:10/23/2025,"지란지교시큐리티, -0.16% VI 발동 - 조선비즈 지란지교시큐리티, -0.16% VI 발동 다우데이타032190, 에스넷038680, 한국전자인증041460, 라온시큐어042510, 이스트소프트047560, 비트플래닛049470,...",0
7/21/2024:7/22/2024,"GLP-1 비만약, 한발 늦었다? 차별화로 승부거는 기업들 노바티스, 다른 기전 약물 비임상 진행중 아드바크 유한 올릭스 등 신약개발 도전. GLP-1 비만약, 한발 늦었다? 차별화로 승부거는 기업들 이미지 크게 보기.",1
0/16/2025:10/16/2025,"코오롱모빌리티그룹, 10.32% 하락하며 주목받아 코오롱모빌리티그룹, 유니온머티리얼 등 주요 종목 대량 거래 마감 17일 장 마감 기준, 코오롱모빌리티그룹 450140 이 등락률 -10.32%로 1위를 차지했다.",0
08/01/2025:08/03/2025,"LG생활건강, 적자 화장품에 흔들 교보증권  체질 개선 중  LG생활건강이 올해 2분기 실적에서 뼈아픈 성적표를 받아들었다.화장품 부문의 대규모 적자 전환이 전체 실적을 끌어내리면서 시장 기대치를 크게 밑돌았다.",1
09/24/2025:09/24/2025,"거래량 증가 상위 20선 - 코스피 - 조선비즈  뉴스봇  오늘 코스피 시장에서 거래량이 급증한 종목은 넥센우 005725 , 하이트진로홀딩스우 000145 , 이구산업 025820 , 남선알미우 008355 , 한국종합기술 023350 ...",1
6/30/2024:7/01/2024,"UN,   주도 AI안 채택  개방적 포용적 환경 구축해야  유엔 UN  총회에서 중국이 주도하는 인공지능 AI  결의안이 만장일치로 채택됐다. 지난 3월 미국이 제안한 첫 번째 AI 결의안이  채택된 데 이은 것으로,...",1
0/29/2025:10/29/2025,"하나마이크론, 10월 30일 장중 30,850원 11.78% 상승 30일 오후 3시 4분 기준, 네이버페이 증권에 따르면 하나마이크론은 현재 30850원을 기록하며 지난 종가 27600원 대비 11.78% 상승했다.장 초반 27150원에 시작한 하나...",1
7/14/2024:7/15/2024,해저케이블 기술 유출 분쟁   LS전선  탈취  vs 대한전선  자체능력  국내 전선업계 1위인 LS전선의 해저케이블 기술이 경쟁사인 대한전선으로 유출됐다는 의혹이 불거지고 있는 가운데 경찰이 본격적으로 수사에  착수했다.,0
5/18/2024:5/19/2024,"김기리문지인, 결혼 소감  많이 사랑하며 살겠다  개그맨 김기리와 배우 문지인이 부부가 됐다.두 사람은 지난 17일 서울 모처에서 결혼식을 올렸으며 축가는 코미디언 겸 가수 조혜련과  배우 박진주가 맡았다.",0
2/07/2025:12/07/2025,"서호전기, 주당 2000원 현금배당 결정 서호전기는 134억 원 규모의  동원글로벌터미널부산 컨테이너 크레인 DTQC  5기 제작 설치공사  공급계약을 체결했다고 16일 공시했다.2개월 전",0
/30/2025:11/30/2025,"우림피티에스, +17.43% 상승폭 확대 - 조선비즈 한눈에 보는 오늘   경제 - 뉴스   산업설비 부품기업 우림피티에스 주가가 상승세다. 보스턴다이내믹스가 현대차 공장에 휴머노이드 로봇을 본격...6시간 전",1
0/19/2025:10/19/2025,"티앤알바이오팹, +10.75% VI 발동 - 조선비즈 티앤알바이오팹, +10.75% VI 발동 JW중외제약001060, 오리엔트바이오002630, 보령003850, 현대약품004310, 현대바이오랜드052260, 바이오니아064550, JW신약067290,...",1
08/10/2025:08/10/2025," 리포트 브리핑 현대지에프홀딩스,  기업가치 제고 계획, 착실히 이행 중  목표가 9,900원 - NH투자증권 한눈에 보는 오늘   경제 - 뉴스    서울 뉴스핌  로보뉴스   NH투자증권에서 11일 현대지에프홀딩스 005440 에 대해  기업가치 제고 계획, 착실히 이행 중 라며 투자...",0
09/23/2025:09/23/2025,"제넥신, 194억원 규모 전환사채 발행 운영자금 조달  디지털투데이 AI리포터  항체융합단백질 치료제 개발 기업 제넥신이 운영자금 및 연구개발 자금 확보를 위한 전환사채 CB  발행을 추진한다.24일 금융감독원 전자공시...",0
08/22/2025:08/24/2025,   해군 MRO 시장  빅3  체제로 재편  한국과 미국 간 해군 군함 유지 보수 정비 MRO  협력 확대 분위기속에 HD현대중공업과 한화오션에 이어 HJ중공업이 본격적으로 나섰다. 이로써 미 해군 MRO 시장에...,1
미상,세계최대 이소프렌 라텍스공장 DL이앤씨 싱가포르에 지었다 DL이앤씨가 DL케미칼 자회사인 카리플렉스의 세계 최대 규모 이소프렌 라텍스 공장을 싱가포르에 준공했다고 13일 밝혔다 약 3억달러  규모에 달하는 이번 프로젝트는,0
7/14/2024:7/15/2024,"폴라리스오피스, 애플 비전프로 OS 앱 연동 개시  공간컴퓨팅으로 AI 주도권 확보  폴라리스오피스가 7일 애플의 비전프로 운영체제  비전OS 에서  폴라리스 오피스 AI  어플리케이션 앱  검수를 마치고 연동을  시작했다고 밝혔다.",1
08/10/2025:08/10/2025," 이넷뉴스 브랜드평판  씨에스윈드, 에너지장비 상장기업 8월 1위   비에이치아이 태웅 뒤이어  이넷뉴스  2025년 8월 에너지장비 상장기업 브랜드평판이 공개됐다.이넷뉴스 에너지 톱 브랜드위원회는 11일 에너지장비 상장기업  2025년 8월 빅데이터 분석결과 를...",1
2/07/2025:12/07/2025,"세아베스틸지주, CASK 사업 날개 다나? 세아베스틸지주는 한국 ESG기준원 KCGS 이 발표한  2025년 ESG 평가 에서 3년 연속 종합 A등급을 획득했다고 21일 밝혔다.한국ESG 기준원은 매년 기업의...5일 전",1
08/09/2025:08/10/2025,"코오롱 모터스, BMW MINI 삼성 전시장 새 단장 오픈 BMW 그룹 코리아의 공식 딜러사인 코오롱 모터스가 BMW MINI 삼성 전시장을 새 단장해 오픈했다.서울 강남구 대치동에 자리한 BMW MINI 삼성 전시장은 연면적...",0
/16/2025:11/16/2025,"심텍, 엔비디아  소캠2  기판 맡는다 메모리 3사  퀄  통과 17일 코스닥 시장에서 외국인 투자자들의 매매가 뚜렷한 패턴을 보였다. 이날 외국인 순매수 상위 종목에는 에이비엘바이오, 심텍, ISC, 티엘비,...3시간 전",1
09/03/2025:09/03/2025,"유일에너테크, +12.34% VI 발동 - 조선비즈 유일에너테크, +12.34% VI 발동 아바코083930, 디와이피엔에프104460, 톱텍108230, 피엔티137400, 디에이테크놀로지196490, 파인텍131760, 씨아이에스222080,...",1
6/30/2024:7/01/2024,"메디앙스 주가 벌떡... 글로벌 시장 진출로 매출 증가 뚜렷 엔젤산업은 0 14세의 영유아 및 초등학생을 대상으로 하는 산업을 통칭하며, 저출산 시대의 영향으로 지속적으로 성장하며 관련주인  헝셩그룹 메디앙스 등이 강세를...",0
08/22/2025:08/24/2025,"LK삼양, 시총 3분의1 규모 주주배정 유증 미달 시 주가 하락 우려 LK삼양이 실적 악화 속에서 결국 주주들을 대상으로 한 유상증자에 나선다. 규모는 총 240억원으로 시가총액의 약 3분의1에 해당한다. 청약이 미달될 경우 대표주관...",0
2/30/2024:01/01/2025, 추울수록 더 좋아   한 달간 40%  뛴  한파 돈벼락  뭐길래   덮친 한파에 천연가스 ETN  들썩  지난달 수익률만 40% 넘게 상승 미국 한파에 난방 수요 확대 기대 트럼프2기 LNG 수출 확대 정책에,0
0/26/2025:10/26/2025,"보로노이, +12.95% 상승폭 확대 - 조선비즈 보로노이, +12.95% 상승폭 확대 유한양행000100, 한올바이오파마009420, 한미약품128940, 리가켐바이오141080, 알테오젠196170, 퓨쳐켐220100, 카이노스메드284620,...",0
0/16/2025:10/16/2025,"나이벡, -13.43% VI 발동 - 조선비즈 나이벡, -13.43% VI 발동 신흥004080, 오스코텍039200, 디오039840, 바텍043150, 메타바이오메드059210, 나이벡138610, 레이언스228850, 오스테오닉226400,...",0
7/01/2024:7/02/2024,"비케이홀딩스, +30.00% 상한가 - 조선비즈 비케이홀딩스, +30.00% 상한가 비케이홀딩스050090가 상한가를 기록했다. 전일 대비 30.00% 상승한 1014원에 거래되고  있다. 비케이홀딩스 연관 테마유니온000910,...",1
월봉, Y랭킹  패션 베스트 다현 vs 워스트 황정음  Y랭킹 은 한 주간 연예계의 다양한 현장에서 모습을 드러낸 스타들의 패션 센스를 YT...,0
2/04/2025:12/04/2025,"복지부,  AI 헬스케어 협의체  3차 회의 개최 헬스케어 보험 융합 MOU 체결 바이오 데이터 기반 사업 발굴  K-웰니스  모델 글로벌 확대.10시간 전",1
08/27/2025:08/27/2025," 한국와서  이거  안사면 정말 후회 ...국대급 기념품, 어떤 게 있나? 한국관광공사 K-굿즈 25점 선정  조선왕실 와인마개 가 대통령상 경쟁률 실제 국가대표 선발전급 역대 최고 경쟁률 27대1 기록해무려 27대1의 살인적인 경쟁률을 뚫고,...",0
/12/2025:11/12/2025,"송정의, 디에스케이 주식 장내매도 공시 검색기간 ...  프라임경제  YK경제연구소는 10일 디에스케이 109740 에 대해 자회사 프로톡스의 성과로 인해 약 25조 규모로 성장할 글로벌 보톨리늄 톡신...2개월 전",0
미상,삼성SDI 주가 8000원 하락 후 장마감 삼성SDI 주가 8000원 하락 후 장마감 서울아시아뉴스통신 장하준 기자 송고시간 2024-06-14 1542 뉴스홈   금융/주식/증권,0
/30/2025:11/30/2025,"진양폴리우레탄, 최재호 신규 대표이사 선임 진양폴리우레탄이 2025년 11월 28일 유상증자를 결정했다. 신주 발행가액은 2860원으로 예정됐으며, 2026년 4월 6일 상장 예정이다.2일 전",0
2/02/2025:12/02/2025," 특징주  핌스 상한가,  미국서   OLED 퇴출  소식에 국내 디스플레이   일제히 상승  엘로치오 디그니티 블랙 2그룹이구요 22년도 2월 새상품으로 엘로치오 본사에서 구매했습니다 24년도3월에 솔벨브 막혀서 as받던차에 전체적으로 점검...1일 전",0
0/27/2025:10/27/2025," 정오 시황  코스닥 902.60, 하락세  0.10, -0.01%  반전 증권   News봇 뉴스  상승 출발했던 코스닥이 외국인의  팔자  기조에 장 중반 들어 하락 흐름을 보이고 있다.28일 오후 12시 0분 현재 코...",0
2/03/2025:12/03/2025,"메타랩스 인수 후 1년 메타케어, 현금 반토막에  퍼주기 논란  18일 오전 9시 42분 KRX 기준 메타랩스는 전 거래일 대비 13.72% 257원  오른 2130원에 거래중이다. 이날 메타...2주 전",0
2/07/2025:12/07/2025,"주요주주 인터베스트, 오름테라퓨틱 지분율 9.17%로 감소 오름테라퓨틱은 DAC Degrader-Antibody Conjugate 라는 새로운 모달리티로 임상에 진입한 세계 최초 기업이다. 글로벌 바이오텍들조차 DAC에 대해선 아직...4개월 전",0
08/07/2025:08/07/2025,두산테스나  애플 CIS 협업 수혜 주가 상승 여력 충분 -한투 한국투자증권은 두산테스나가 삼성전자와 애플 CIS 이미지센서  협업을 통해 직간접적 수혜를 볼 수 있다고 8일 분석했다. 별도 투자의견과 목표주가는 제시하지...,1
08/01/2025:08/03/2025,"세진중공업, +8.14% 상승폭 확대 - 조선비즈 세진중공업, +8.14% 상승폭 확대 현대건설000720, 효성004800, 동국산업005160, 스페코013810, 유니슨018000, 케이피에프024880, 우리기술032820,...",1
09/24/2025:09/24/2025,"캐릭터 IP와 완구 연계  오로라, 콘텐츠 제품 통합 전략 강화 캐릭터 디자인 개발과 완구 상품화 전문기업 오로라 주가가 크게 오르고 있다.25일 한국거래소에 따르면 이날 오후 2시 41분 현재 7.70% 올라 2만 700원에 거래되고...",1
3/21/2025:3/23/2025,"코스닥, 기관과 외국인의 동반 매도세로 하락 마감...725.15P  -1.79%   20일 코스닥지수는 전 거래일 대비 -13.2 포인트 -1.79%  내린 725.15로 장마감했다. 이날 하락세로 출발했던 지수는 장중 한때 743.39 포인트까지 올랐다가,...",0
미상,기대 반 우려 반… 포스코인터 '동해 유전' 갈림길,1
2/04/2025:12/04/2025,"온코닉테라퓨틱스, 마감 앞두고 5% 급락 1만9000원선 밑으로 온코닉테라퓨틱스, 어닝서프라이즈  분기 최대 실적 ... 온코닉테라퓨틱스가 특례 상장 첫해 최대 분기실적을 올리며  돈 버는 바이오  모델을 입증했다. 온...1개월 전",0
6/30/2024:7/01/2024,"에스엘플랫폼 늘품이앤씨, 디지털 트윈 공간정보 솔루션 업무 협약 부동산 종합 서비스 플랫폼 기업 에스엘플랫폼이 부동산 디지털 트윈 전문 기업인 늘품이앤씨와 디지털 공간정보 솔루션 SPACE D   적용을 위한 업무협약을 체결했다고...",1
2/08/2025:12/08/2025,"서암기계공업, +29.88% 상한가 - 조선비즈 서암기계공업, +15.47% 상승폭 확대 뉴스봇 서암기계공업100660이 상승폭을 확대하고 있다. 전일 대비 15.47% 상승한 4405원에 거래되고 있다.9시간 전",1
09/16/2025:09/16/2025,"오전 10 30 현재 코스닥은 36 64으로 매수우위, 매수강세 업종은 종이 목재업 0.45%   증권   News봇 뉴스  17일 오전 10시 30분 현재 코스닥은 전일 대비 4.58p -0.54%  하락한 847.26로, 36 매도  64 매수 의 매수우위를 기록 중이다.  ...",1
09/20/2025:09/21/2025," 마감 시황  외국인과 기관의 동반 매수세.. 코스피 3468.65  23.41, +0.68%  상승 마감 증권   News봇 뉴스  오전 상승 출발했던 코스피가 외국인과 기관의  쌍끌이  매수에 힘입어, 전 거래일 3445.24 보다 23.41p +0.68%  오른...",0
/06/2025:11/06/2025," 특징주  지역난방공사, 3분기 깜짝 실적에 7%대 급등 - 머니S 7일 지역난방공사 주가가 7% 가까이 급등했다. 이날 공시한 3분기 매출이 시장 전망을 뛰어넘은 영향으로 분석된다. 한국거래소에 따르면 이날 오전 11시1분 기준으로...",1
09/13/2025:09/14/2025," 특징주  신테카바이오, 323억원 유상증자에 하락세  녹색경제신문   정수진 인사이트녹경 기자  신테카바이오가 대규모 유상증자 소식에 주가가 하락하고 있다.15일 한국거래소에 따르면 오전 9시 10분 기준 신테카...",0
6/08/2024:6/09/2024,"SK엔펄스, SKC 속 커지는 존재감 SKC가 반도체 소재 사업을 신성장 동력 중 하나로 내세우며 SK엔펄스 존재감이 커지고 있다. 지난해 반도체 기초 소재 사업을 매각한  SK엔펄스는 고부가 중심의 사업...",1
7/21/2024:7/22/2024,"1위 풍산 2위 포스코엠텍 3위 고려아연...7월 3주차 랭키파이 테마별 주식 비철금속 부문 트렌드지수 순위  딜라이트 김형석 기자  랭키파이 7월 3주차 테마별 주식 비철금속 부문 트렌드 지수에서 풍산은 트렌드 지수 6,757포인트로 1위에 올랐다.",1
08/16/2025:08/17/2025,"하이딥, +5.41% 상승폭 확대 - 조선비즈 하이딥, +5.41% 상승폭 확대 하이딥의 최근 1주일간 외국인 기관 매매내역을 살펴보면 외국인은 104883주를 순매수했으며, 기관은 특별한 동향을 보이지 않았다.",1
09/12/2025:11/09/2025," 강세 토픽  철도 테마, 동아지질 +8.90%, 다원시스 +7.83% - 조선비즈 동아지질은 7일 현대건설 HYUNDAI ENGINEERING   CONSTRUCTION CO., LTD. 과 426억원 규모의 공급계약을 체결했다고 공시했다. 계약 내용은 부산진해...6일 전",1
0/30/2025:10/30/2025, 특징주  젠슨 황  로보틱스 신규 계약 발표 ... 로봇 관련주  강세  로봇 관련주가 일제히 강세를 보이고 있다. 엔비디아 젠슨 황 최고경영자 CEO 가 31일 열리는 APEC CEO 서밋에서  인공지능 AI 과 로보틱스 관련 신규 계약을 발표할...,1
2/16/2025:12/16/2025,"아이진,  팬데믹 대비 mRNA 백신  1상  질병청 과제선정  증권   News봇 뉴스  오전 9시 28분 현재 아이진 185490 이 +29.78% 오른 2375원  545 으로 장중 상한가에 진입했다. 거래대금은 26억74만, 거래량...1일 전",0
/18/2025:11/18/2025,악재 호재 겹친 코아스 이화전기를 상대로 공격적 인수합병 M A 에 나선 가구 업체 코아스가 지분 확보에 난항을 겪고 있다. 6년째 이어진 영업손실로 현금여력이 바닥난...2일 전,0
미상,외국계 순매도 금액 상위 20선 - 코스피 - 조선비즈 외국계 순매도 금액 상위 20선 - 코스피 오전 09시 30분 현재 코스피 시장에서 외국계가 많이 파는 종목은 에코프로머티450080  LG화학051910 코스모신소재005070,0
7/14/2024:7/15/2024,"에스아이리소스, +9.17% VI 발동 - 조선비즈 에스아이리소스, +9.17% VI 발동 에스아이리소스065420가 VI가 발동했다. 전일 대비 9.17% 상승한 238원에 거래되고  있다. 에스아이리소스의 최근 1주일간 외국인/기관...",1
2/07/2025:12/07/2025,"엔에이치스팩32호, 공모가 대비 160%대 급등 특징주  증권   News봇 뉴스  오후 2시 51분 현재 엔에이치스팩32호 0054V0 가 -29.95% 내린 2690원  -1150 으로 장중 하한가에 진입했다. 거래대금은 164...7시간 전",0
/02/2025:11/02/2025,"한국피아이엠, 국내 유일 휴머노이드  로봇 손  최적 기술로 상용화 가속  서울 뉴스핌  이나영 기자  국내 MIM Metal Injection Molding  기술 보유 기업 한국피아이엠은 로봇 전문기업 본시스템즈와 휴머노이드 로봇용 초소형 감속기 분야...",1
월봉,"블루코브운용, 남산 하얏트 호텔 품는다 지분 100% 7천억대 인수 노보텔 부산 하얏트 제주 등 노후호텔 투자로 성공 경험. KH그룹은 1천억대 차익볼듯. 블루코브자산운용이  서울의 대표적 5성급 호텔인 남산...",0
8/18/2024:8/19/2024,"이닉스, 열폭주 예방 배터리셀 패드 신제품 고객사 요구에 양산 추진 전기차 이차전지 부품 기업 이닉스가 배터리셀 패드 신제품을 고객사 요구에 이르면 내달 양산한다. 최근 전기차 화재와 열폭주가 잇따르면서  이를...",1
07/25/2025:07/27/2025,"가온칩스, 하락 벗어나 24% 급등 5만1000원선 회복  이코노뉴스 이성주 기자  가온칩스가 급등 중이다. 가온칩스는 28일 코스닥 시장에서 오후 2시7분 현재 전 거래일 대비 23.89% 9950원  상승한 5만1600원에 거래되고...",1
09/13/2025:09/14/2025,"솔브레인, +6.20% 52주 신고가 - 조선비즈 솔브레인, +6.20% 52주 신고가 DB하이텍000990, JW중외제약001060, 미원상사002840, 빙그레005180, 동진쎄미켐005290, 롯데칠성005300, 한미사이언스008930,...",1
6/30/2024:7/01/2024,"삼성바이오로직스,   제약사와 1.5조원 역대 최대 규모 수주 계약 삼성바이오로직스 제2바이오캠퍼스. 사진 삼성바이오로직스  이데일리 송영두 기자  삼성바이오로직스 207940 는 2일 미국 소재  제약사와 역대 최대 규모인 1조 4637...",1
2/23/2025:12/23/2025," Who Is ?  배현섭 슈어소프트테크 대표이사 현대경제신문 홍미경 기자   자율주행차 관련주들이 전 거래일 대비 2.07% 상승으로 장을 마감했다.24일 한국거래소에 따르면 에이테크솔루션,...2시간 전",1
6/30/2024:7/01/2024,"52주 신저가 - 코스닥 - 조선비즈 52주 신저가 - 코스닥 오전 09시 10분 현재 코스닥 시장에서 신저가를 기록한 종목은 포인트모바일318020, 원준382840,  에스오에스랩464080, 고바이오랩348150,...",1
/30/2025:11/30/2025,"세계 최초 경구 펩타이드 임상  케어젠, 체중감량 새 지평 열다  바이오타임즈  펩타이드 전문 바이오기업 케어젠 대표이사 정용지 은 자사가 개발 중인  CG-P5  펩타이드 점안제가 습성 황반변성 Wet AMD  환자를...3시간 전",0
08/07/2025:08/07/2025,"하락률 상위 50선 - 코스닥 - 조선비즈 순위, 종목명, 등락률, 연관 섹터. 1, CNH 023460 , -43.75%, *관리종목. 2, 알파녹스 043100 , -29.92%. 3, 빌리언스 044480 , -13.92%,  NFT 대체불가능토큰  .",0
/02/2025:11/02/2025,"형지엘리트, 16.30% 하락으로 증시 1위 등락률 기록 형지엘리트 등락률 하락과 거래량 1위, 대한조선 PER 최저 기록 3일 장 마감 기준, 형지엘리트 093240 가 등락률 -16.30%로 1위를 차지했다.",0
/02/2025:11/02/2025,"  퍼스트솔라 주가 폭등 속...한국증시 태양광주  장중 껑충  증권   News봇 뉴스  오후 3시 16분 현재 효성 004800 이 +29.99% 오른 164700원  38000 으로 장중 상한가에 진입했다. 거래대금은 313억9235만, ...",1
7/14/2024:7/15/2024,"대신밸런스제13호스팩, -11.47% VI 발동 - 조선비즈 대신밸런스제13호스팩 438220 이 VI가 발동했다. 전일 대비 11.47% 하락한 2,315원에 거래되고 있다.  대신밸런스제13호스팩의 최근 1주일간 외국인/기관 매매내역을...",0
09/07/2025:09/07/2025," 특징주 메타바이오,  쇼티지  3.6조 봉합사 시장서 다수의 계약 진행 저평가 탈피 메타바이오메드가 강세다. 유사 업체 대비 저평가 상태라는 증권사 분석 보고서가 영향을 끼친 것으로 풀이된다. 메타바이오메드는 8일 오전 9시59분 기준 전거래...",1
/06/2025:11/06/2025,"포인트모바일, 상한가 진입.. +29.97%   증권   News봇 뉴스  오전 9시 18분 현재 포인트모바일 318020 이 +29.97% 오른 4705원  1085 으로 장중 상한가에 진입했다. 거래대금은 14억7948...",1
2/07/2025:12/07/2025,"똑같은 인적 분할 상장인데  삼양바이오팜은 상한가, 삼성에피스홀딩스는 28% 급락  뉴스톡 웰스톡  삼양홀딩스의 인적분할 이후 총수일가 3세와 4세의 지분 구조의 이동 방향이 뚜렷하게 나뉘고 있다. 3세대는 지주사인 삼양홀딩스 중심으로 지분을...3일 전",0
7/14/2024:7/15/2024,"신하균, 긴 대사도 문제 NO...특별감사 하드캐리   감사합니다   신하균이tvN  감사합니다 로 다시 한번 하균신 의 진가를 입증했다. 감사합니다  극본 최민호/연출 권영일,주상규/기획  스튜디오드래곤/제작 필콘스튜디오 에서 감사...",0
7/21/2024:7/22/2024," 코스메카코리아, 2Q 최대 실적 전망에 목표가  -하나 하나증권은 22일 코스메카코리아81700원,  -100원, -0.12%가 2분기 최대 분기 실적이 예상된다며 목표주가를 기존 5만6000원에서 9만5000원으로 높여 잡았다.",0
2/01/2025:12/01/2025,"화천기공, +4.99% 상승폭 확대 - 조선비즈 컨슈머타임스 전은정 기자   화천기공 주가가 상승중이다. 화천기공은 2일 오후 2시15분 기준 전거래일보다 8.58% 오른 3만3500원에 거래중이다.8시간 전",1
5/25/2024:5/26/2024,"빚 갚아야 하는데  HLB생명과학, 신약 불발에 1300억 유증  초조  HLB 에이치엘비 의 미국 식품의약국 FDA  간암 신약 승인 불발 이슈가 계열사 전반으로 퍼지고 있다. 무엇보다 채무 상환 등을 위해  1300억원 규모 유상증자를 추진...",1
월봉,"에코프로머티리얼즈, 연내 상장 가능할까?   에너지 화학 정유   산업   기사본문 30일 한국거래소에 따르면 에코프로머티리얼즈의 유가증권시장 코스피  상장예비심사가 지난 4월부터 현재까지 진행 중이다. 상장 심사기간은  통상 45영업일로 2달여가...",0
0/26/2025:10/26/2025," 원익IPS  52주 신고가 경신, 새는 두 개의 날개로 난다 - 유진투자증권, BUY ...   최근 애널리스트 분석의견 - 새는 두 개의 날개로 난다 - 유진투자증권, BUY 10월 22일 유진투자증권의 임소정 애널리스트는 원익IPS에 대해  3분기 실적은 매출...",1
2/09/2025:12/09/2025, 인도서 통했다  성호전자 급등  바이젠셀 클로봇 등  신고가  행진 동참  CBC뉴스  바이젠셀 308080  주가가 10일 장에서 급등세를 보이고 있다.바이젠셀은 10일 오전 9시 19분 현재 15730원에 거래되고 있다.13시간 전,1
/20/2025:11/20/2025,"투명하고 생생한 광감의  삐아 글로우 틴트  시즌프리 신규 컬러 3종 출시 삐아, +13.59% 상승폭 확대 뉴스봇 삐아451250가 상승폭을 확대하고 있다. 전일 대비 13.59% 상승한 10700원에 거래되고 있다. 삐아 연관 테마 화장품...10시간 전",1
2/10/2025:12/10/2025,"금강공업우, +2.57% 52주 신고가 - 조선비즈  이코노뉴스 어 만 기자  금강공업과 금강공업우가 급등에 상한가다. 금강공업은 24일 코스피 시장에서 오후 1시16분 현재 전 거래일보다 12.1% 710...2주 전",0
